title,release_date,vote_count,vote_average
Iron Maiden: Flight 666,2009-04-21,34.0,8.5
Good Dick,2008-10-03,34.0,6.1
Harry Potter and the Half-Blood Prince,2009-07-07,5435.0,7.4
Mélo,1986-09-03,4.0,6.8
Love Unto Death,1984-09-05,5.0,7.0
Eichmann,2007-09-22,18.0,5.7
Blue Blood,2006-04-26,0.0,0.0
The Visitors II: The Corridors of Time,1998-02-11,228.0,5.8
Who Killed Nancy?,2009-02-06,3.0,6.8
Summer of Fear,1996-04-03,0.0,0.0
Open Water 2: Adrift,2006-07-10,157.0,5.2
Possessed,2000-10-22,7.0,4.3
The Group,1966-03-04,6.0,4.7
Senso,1954-09-02,30.0,7.1
Slap Shot 2: Breaking the Ice,2002-01-01,9.0,4.2
The Mark of Cain,2008-11-25,5.0,5.5
The Strawberry Blonde,1941-02-22,16.0,6.3
The Muppet Musicians of Bremen,1972-01-01,0.0,0.0
A Brief Vacation,1973-08-14,4.0,5.3
My Sassy Girl,2008-05-26,107.0,6.1
The Fast and the Furious,1955-02-15,6.0,3.8
Game of Death II,1981-03-21,23.0,4.9
Rosso,1985-08-26,0.0,0.0
The Imaginarium of Doctor Parnassus,2009-10-01,885.0,6.3
9to5: Days in Porn,2008-08-24,18.0,6.1
Sink or Swim,1990-09-30,2.0,8.0
The Giant of Marathon,1959-12-03,4.0,4.8
Ludwig,1972-12-29,20.0,7.5
Shiver,2008-02-08,27.0,5.4
Blue Corner,2002-10-11,0.0,0.0
Winter of Frozen Dreams,2009-06-01,4.0,4.5
Cold Water,1994-07-06,4.0,8.0
Humpday,2009-09-16,27.0,5.6
Ten Inch Hero,2007-04-25,50.0,6.7
Tokyo Sonata,2008-09-27,50.0,6.9
Kill Your Darlings,2006-04-12,3.0,7.0
Polytechnique,2009-01-24,94.0,6.8
Visioneers,2008-06-12,28.0,6.0
The Vault of Horror,1973-03-16,34.0,6.5
The Dark Backward,1991-07-26,8.0,5.1
Blue City,1986-05-02,6.0,5.3
Judas Kiss,1998-09-16,9.0,5.3
Streets of Blood,2009-07-13,19.0,4.6
Jonathan Livingston Seagull,1973-10-23,12.0,6.2
Cheri,2009-02-10,57.0,5.9
One Week,2008-09-08,40.0,6.9
"Run, Simon, Run",1970-12-01,2.0,6.0
'Neath the Arizona Skies,1934-12-05,9.0,3.7
Pavement: Slow Century,2002-10-22,1.0,10.0
Mortal Transfer,2001-01-01,4.0,6.0
Loulou,1980-09-03,9.0,6.3
The Answer Man,2009-01-18,34.0,6.2
Rage at Dawn,1955-03-26,3.0,7.3
Paradise Canyon,1935-07-19,5.0,3.7
A Perfect Fake,2005-04-15,0.0,0.0
Seven Years Bad Luck,1921-02-06,4.0,5.6
The Gang's All Here,1943-12-24,5.0,6.6
Orphan,2009-07-24,1296.0,6.7
Afterburn,1992-05-30,2.0,4.3
Winged Creatures,2008-06-24,39.0,6.2
Rainbow Valley,1935-03-15,5.0,5.1
The Ugly Truth,2009-07-24,1005.0,6.4
Heimat: A Chronicle of Germany,1984-09-16,1.0,9.0
Wild River,1960-05-01,19.0,6.5
My first war,2008-04-06,0.0,0.0
High Hopes,1988-09-01,22.0,7.5
Tulsa,1949-04-13,2.0,6.5
The Collector,2009-07-09,365.0,6.3
A Perfect Getaway,2009-06-08,355.0,6.2
Fan-Fan the Tulip,1952-03-21,12.0,5.6
Dark Ride,2006-10-20,28.0,4.3
House,2008-11-06,26.0,4.1
Dallas 362,2003-09-12,2.0,5.5
"Moonshot, the Flight of Apollo 11",2009-06-20,6.0,5.9
Aliens in the Attic,2009-07-31,254.0,5.3
District 9,2009-08-05,3451.0,7.3
Julie & Julia,2009-08-06,579.0,6.6
The Beaches of Agnès,2008-12-17,10.0,6.3
Obsessed,2009-04-24,138.0,5.1
Race to Witch Mountain,2009-03-12,520.0,5.4
Pagafantas,2009-07-02,10.0,5.2
Black Box,2005-11-02,23.0,5.2
My Stars,2008-10-29,13.0,4.8
Hannah Montana: The Movie,2009-04-10,465.0,6.0
G.I. Joe: The Rise of Cobra,2009-08-04,1988.0,5.6
Séraphine,2008-10-01,26.0,6.6
Cold Souls,2009-08-07,47.0,6.1
Daddy Nostalgia,1990-09-05,5.0,7.2
12 Rounds,2009-03-19,223.0,5.7
"Silent Night, Deadly Night II",1987-04-10,26.0,4.7
The Boys from Fengkuei,1983-07-13,7.0,6.9
The Sandwich Man,1983-09-01,3.0,6.7
La Moitié gauche du frigo,2000-09-13,1.0,5.0
Where Danger Lives,1950-07-14,12.0,5.4
The Killing Room,2009-01-16,88.0,5.5
Introducing Dorothy Dandridge,1999-08-21,11.0,6.0
A Summer at Grandpa's,1984-11-24,7.0,7.7
"A Time to Live, a Time to Die",1985-08-03,15.0,7.8
The One and Only,1999-04-01,18.0,6.2
Fail Safe,2000-04-09,22.0,7.0
Four Last Songs,2007-01-11,3.0,6.2
Max Manus: Man of War,2008-12-18,81.0,6.9
Gangster's Paradise: Jerusalema,2008-02-11,16.0,6.8
Wings of Hope,2000-02-01,7.0,7.7
The Trail Beyond,1934-10-22,9.0,4.1
Winds of the Wasteland,1936-07-06,6.0,5.2
Kill Buljo,2007-03-23,12.0,6.6
Stone of Destiny,2008-12-19,22.0,6.4
Okie Noodling,2001-03-10,1.0,5.0
Days of Darkness,2007-01-01,5.0,5.0
Randy Rides Alone,1934-06-05,7.0,4.0
West of the Divide,1934-02-15,6.0,3.8
Darlings!,1984-02-08,10.0,5.0
Lost in Austen,2008-01-01,38.0,6.9
Children of the Stork,1999-11-24,2.0,6.5
The Star Packer,1934-07-30,12.0,3.8
Evangelion: 1.0: You Are (Not) Alone,2007-09-01,132.0,7.4
Love Hina Christmas Special: Silent Eve,2000-12-24,6.0,5.5
Molière,1978-08-30,4.0,3.6
Floating Clouds,1955-01-15,22.0,7.4
Japanese Girls at the Harbor,1933-06-01,2.0,5.0
Deal,2008-01-29,22.0,5.2
Doing Time on Maple Drive,1992-03-16,8.0,4.9
The Line,2008-11-04,13.0,4.9
The Ramen Girl,2008-02-08,91.0,6.1
"The Goods: Live Hard, Sell Hard",2009-08-14,58.0,5.4
Adam,2009-07-29,152.0,6.9
Just Sex and Nothing Else,2005-12-08,1.0,8.0
Alien Trespass,2009-04-03,25.0,5.9
Ignition,2002-01-17,4.0,2.8
Dillinger and Capone,1995-01-01,5.0,5.3
"Next Stop, Greenwich Village",1976-02-04,7.0,7.2
Gigantic,2008-09-09,51.0,5.8
The Time Traveler's Wife,2009-08-14,815.0,6.7
Feast II: Sloppy Seconds,2008-10-07,54.0,5.6
Katze im Sack,2005-01-20,0.0,0.0
Traffic Affairs,2004-02-06,3.0,4.3
Waterland,1992-08-21,6.0,5.8
I Can't Think Straight,2008-06-01,52.0,7.3
Miss March,2009-03-13,78.0,5.4
Bandslam,2009-08-06,129.0,5.4
A City of Sadness,1989-09-04,25.0,7.5
Harvard Beats Yale 29-29,2008-11-19,2.0,6.5
The Great Happiness Space: Tale of an Osaka Love Thief,2006-01-01,7.0,7.1
Meet the Browns,2008-03-21,35.0,6.0
"I Love You, Beth Cooper",2009-07-10,204.0,5.2
Le Deuxième Souffle,1966-11-01,23.0,7.5
No Regret,2006-11-16,9.0,6.4
Detroit Metal City,2008-08-22,16.0,6.1
Daughter of the Nile,1987-08-22,3.0,7.0
Paper Heart,2009-07-31,37.0,5.7
Mystery Street,1950-07-28,9.0,6.2
The Haunting of Molly Hartley,2008-10-31,48.0,4.3
G-Force,2009-07-21,519.0,5.1
Christopher Columbus: The Discovery,1992-08-21,13.0,4.3
Fighting,2009-04-24,198.0,5.5
Tetro,2009-06-11,49.0,6.7
Seven Waves Away,1957-04-17,3.0,8.7
"Good Men, Good Women",1995-05-13,5.0,7.8
Side Street,1950-03-23,10.0,5.5
Adoration,2008-01-01,12.0,5.9
Bronson,2008-10-09,756.0,6.9
Feel The Noise,2007-10-05,9.0,3.9
I Really Hate My Job,2007-01-01,4.0,3.8
The Matador,2008-11-20,0.0,0.0
Little Richard,2000-02-20,3.0,4.5
The Curiosity of Chance,2006-10-21,15.0,5.8
If Only,2004-01-23,139.0,6.5
Susana,1951-04-11,7.0,6.9
Vengeance Valley,1951-02-06,10.0,4.0
Great Guy,1936-12-01,5.0,6.6
The Hurricane Express,1932-08-01,7.0,4.9
The Secret of Moonacre,2008-09-06,112.0,6.2
Olympia Part One: Festival of the Nations,1938-04-20,17.0,6.6
Olympia Part Two: Festival of Beauty,1938-04-20,14.0,6.2
Assault on Devil's Island,1997-10-28,5.0,5.4
Shadow of the Eagle,2005-09-08,2.0,1.0
Cinematographer Style,2006-06-25,4.0,6.3
The Cell 2,2009-02-27,24.0,3.4
Summer School,2006-10-05,3.0,6.0
Krakatoa: The Last Days,2006-05-07,6.0,6.3
Queen Kelly,1929-01-01,13.0,6.5
The Master Touch,1972-12-08,4.0,6.0
Nora Roberts' Midnight Bayou,2009-03-28,11.0,5.8
Northern Lights,2009-03-21,11.0,5.8
Lorna's Silence,2008-08-27,42.0,6.7
Le Doulos,1963-01-18,40.0,7.4
It Might Get Loud,2009-08-14,54.0,7.4
Botched,2007-10-04,35.0,6.1
Lonely Street,2009-01-01,3.0,5.3
High Noon,2009-04-04,12.0,5.3
A Day in the Country,1936-05-05,34.0,7.5
Moonfleet,1955-06-24,19.0,5.9
7 Women,1966-01-05,13.0,5.7
Vacancy 2: The First Cut,2008-10-24,56.0,4.8
The Pom Pom Girls,1976-05-01,12.0,5.2
Nora Roberts' Tribute,2009-04-11,9.0,5.3
Post Grad,2009-08-21,102.0,5.0
Goodbye Solo,2008-08-09,22.0,6.6
Long John Silver,1954-12-16,6.0,6.3
Questo piccolo grande amore,2009-02-11,23.0,5.3
Voices,1979-03-14,0.0,0.0
To Each His Own Cinema,2007-05-19,26.0,7.2
My Life in Ruins,2009-02-06,104.0,5.6
Troll 2,1990-10-12,101.0,3.6
London,1994-06-03,1.0,5.0
Paris 36,2008-09-24,29.0,6.2
Murder Ahoy,1964-06-01,20.0,7.2
Witch Hunt,2008-01-01,6.0,7.7
A Dog Year,2009-09-03,15.0,6.0
Good,2008-12-11,29.0,6.3
The Romance of Astrea and Celadon,2007-09-01,10.0,5.3
Boyfriends and Girlfriends,1987-08-26,8.0,7.6
Taking Woodstock,2009-09-03,129.0,6.2
Norma Jean & Marilyn,1996-05-18,4.0,4.0
If These Walls Could Talk,1996-10-13,13.0,5.5
Cargo 200,2007-06-06,26.0,7.1
Halloween II,2009-08-28,273.0,5.1
Meteor,2009-10-09,10.0,5.1
Five Graves to Cairo,1943-05-03,22.0,6.9
The Dark Corner,1946-04-09,18.0,6.9
Full Body Massage,1995-10-01,11.0,5.5
A Good Marriage,1982-05-19,6.0,6.7
Videocracy,2009-09-04,9.0,6.4
The Secret in Their Eyes,2009-08-13,638.0,7.8
The Day After Trinity,1981-01-20,1.0,8.0
9,2009-08-19,1291.0,6.6
Cosmonaut,2009-09-11,6.0,5.7
Carry On Screaming,1966-05-20,33.0,7.0
Green Street Hooligans 2,2009-03-23,82.0,5.0
Randy & the Mob,2007-10-13,3.0,4.8
Detective,1985-05-10,7.0,6.8
The Three Musketeers,1933-04-07,2.0,3.0
Seven Sinners,1940-10-25,5.0,6.6
Frequently Asked Questions About Time Travel,2009-04-24,189.0,7.1
The White Ribbon,2009-05-21,263.0,7.2
The Handcuff King,2002-10-04,6.0,5.7
"Sex, Party and Lies",2009-03-27,35.0,4.0
Brain Drain,2009-01-01,42.0,5.5
Living with Michael Jackson: A Tonight Special,2003-02-06,2.0,1.0
Green Lantern: First Flight,2009-07-28,102.0,6.3
Louis Theroux: The Most Hated Family in America,2007-04-01,22.0,7.6
Lies & Illusions,2009-08-26,15.0,3.9
Pandorum,2009-09-08,783.0,6.5
Paraiso Travel,2009-07-10,11.0,5.8
Airbag,1997-06-20,25.0,6.5
Peter Ibbetson,1935-11-07,5.0,5.6
Death of a Cyclist,1955-05-08,22.0,7.0
Skellig,2009-04-12,10.0,4.6
Flood,2007-08-24,36.0,4.5
The Men Who Stare at Goats,2009-10-17,755.0,5.9
Immigrants (L.A. Dolce Vita),2008-10-30,5.0,5.3
The Hunt for Gollum,2009-05-04,30.0,6.3
Welcome Mr. Marshall!,1953-04-04,18.0,6.9
Beast from Haunted Cave,1959-10-30,11.0,4.9
Tout Va Bien,1972-04-28,5.0,6.6
Street of Shame,1956-03-18,28.0,7.7
Padre Padrone,1977-05-20,16.0,6.7
The Travelling Players,1975-01-01,11.0,6.8
Valentino: The Last Emperor,2009-01-01,10.0,6.6
The Pilgrim,1923-02-26,18.0,7.3
Le Million,1931-04-03,20.0,6.7
Memories of Underdevelopment,1968-05-17,9.0,7.1
Return of the Ghostbusters,2007-01-01,17.0,5.2
Laid to Rest,2009-04-02,48.0,5.2
Jennifer's Body,2009-09-18,858.0,5.3
The Informant!,2009-09-18,305.0,6.0
The Great Gabbo,1929-09-12,1.0,6.0
Hillsborough,1996-09-11,2.0,4.0
The Broken,2008-01-18,63.0,5.6
The Tall Men,1955-09-22,8.0,6.2
Tension,1949-11-23,12.0,6.7
Amreeka,2009-01-17,17.0,6.3
Extract,2009-09-03,192.0,5.7
The Final Destination,2009-08-26,851.0,5.4
Gamer,2009-09-03,778.0,5.6
Cloudy with a Chance of Meatballs,2009-09-17,1799.0,6.5
Radio Inside,1994-03-15,0.0,0.0
I Can Do Bad All By Myself,2009-09-11,40.0,6.0
The Silver Stallion,1993-09-16,3.0,4.3
Mr. Robinson Crusoe,1932-08-19,1.0,0.0
The Wreck of the Mary Deare,1959-11-06,5.0,5.8
"Food, Inc.",2008-09-07,223.0,7.3
Beeswax,2009-08-09,7.0,7.4
Conspiracy of Torture,1969-11-13,3.0,7.2
Attack of the 50 Foot Woman,1958-05-19,30.0,4.8
Thirst,2009-04-30,198.0,7.0
Battle for Terra,2007-09-06,98.0,6.0
Forbidden Fruit,2009-02-13,9.0,6.9
Love Happens,2009-09-18,188.0,5.6
Bright Star,2009-11-05,111.0,6.8
Blood Creek,2009-10-09,75.0,5.2
Split Second,1953-05-02,6.0,5.7
Un buen hombre,2009-04-30,0.0,0.0
Scandal Sheet,1952-01-16,7.0,6.5
Turn Left at the End of the World,2004-06-06,5.0,6.2
I Want You,1998-02-15,11.0,5.9
Confidence Reigns,2004-11-10,2.0,5.5
Hellraiser: Deader,2005-06-07,69.0,4.4
Hellraiser: Hellworld,2005-09-06,63.0,4.1
Chronicle of an Escape,2006-01-01,16.0,6.2
Paranormal Activity,2007-09-14,1351.0,5.9
Lake City,2008-01-01,3.0,6.3
The Eagle Has Two Heads,1948-09-21,2.0,7.0
"Forever, Darling",1956-02-09,1.0,9.0
Not Quite Hollywood,2008-08-28,20.0,6.9
3 Ring Circus,1954-12-22,5.0,5.5
The 3 Worlds of Gulliver,1960-11-30,11.0,5.4
Kinatay,2009-09-23,19.0,5.8
Angel,1937-10-29,10.0,6.8
Hellzapoppin',1941-12-26,6.0,6.9
Ballast,2008-01-19,13.0,7.0
5 Dolls for an August Moon,1970-02-14,20.0,5.7
World's Greatest Dad,2009-08-20,181.0,6.5
"Black God, White Devil",1964-03-13,24.0,6.8
Still Walking,2008-06-28,65.0,7.5
Le Plaisir,1952-02-29,18.0,6.8
Pyaasa,1957-02-19,13.0,7.6
"Muriel, or the Time of Return",1963-10-08,17.0,7.0
Xala,1975-10-01,5.0,7.0
Capitalism: A Love Story,2009-09-06,168.0,7.0
Blood of the Beasts,1949-01-01,18.0,8.0
The Five Man Army,1969-10-16,5.0,6.6
Wanted,2009-09-18,32.0,5.2
The Cove,2009-07-31,241.0,7.9
A Serious Man,2009-10-02,492.0,6.6
City Island,2009-03-06,114.0,6.9
Ink,2009-01-23,102.0,6.5
The Cameraman's Revenge,1912-10-27,22.0,7.2
Down to the Cellar,1983-10-31,6.0,7.3
Yatterman,2009-02-06,18.0,5.9
Metropia,2009-10-21,53.0,6.3
Clubbed,2008-10-02,25.0,7.3
"The Pit, the Pendulum and Hope",1984-01-01,7.0,7.1
Grace,2009-08-14,44.0,5.1
The Haunted World of El Superbeasto,2009-09-12,43.0,6.1
Story of a Prostitute,1965-02-28,8.0,6.8
Trick 'r Treat,2007-10-05,389.0,6.7
The Hills Run Red,2009-06-12,67.0,5.1
Whip It,2009-09-13,366.0,6.7
The Invention of Lying,2009-09-13,523.0,6.0
Unmistaken Child,2009-06-07,3.0,4.7
A-Haunting We Will Go,1942-08-07,4.0,4.9
Surrogates,2009-09-24,1219.0,5.9
Next Day Air,2009-02-06,37.0,5.3
Zombieland,2009-10-07,3655.0,7.2
Fame,2009-01-01,139.0,5.5
The September Issue,2009-08-28,38.0,6.9
Paris Trout,1991-04-21,2.0,4.5
Assassination of a High School President,2008-01-17,96.0,6.1
How to Be a Serial Killer,2008-10-12,10.0,4.8
Bud Abbott and Lou Costello in Hollywood,1945-10-05,10.0,6.2
Abbott and Costello in the Foreign Legion,1950-08-05,12.0,6.7
Sorority Row,2009-09-09,179.0,5.3
Whiteout,2009-09-09,225.0,5.3
Rudo & Cursi,2008-12-19,40.0,6.1
An Education,2009-10-29,423.0,6.9
David and Lisa,1998-11-01,5.0,6.8
Abbott and Costello Meet Captain Kidd,1952-12-27,7.0,6.2
Life Is a Bed of Roses,1983-04-20,4.0,5.3
Coco Before Chanel,2009-04-22,254.0,6.7
The Story of Louis Pasteur,1936-02-22,5.0,6.6
The Killing of John Lennon,2007-12-07,7.0,6.1
Burma VJ: Reporting from a Closed Country,2008-11-12,13.0,6.4
Werner Herzog Eats His Shoe,1980-12-01,16.0,7.1
Capone,1975-04-16,16.0,6.0
Abbott and Costello Meet the Keystone Kops,1955-01-01,11.0,6.2
Couples Retreat,2009-09-19,601.0,5.3
All About Steve,2009-09-04,302.0,4.7
Hiroshima,2009-09-15,1.0,5.0
Giant,2009-01-01,5.0,7.0
The End of St. Petersburg,1927-12-13,4.0,7.3
Jab We Met,2007-10-26,55.0,7.2
Fifty Dead Men Walking,2008-09-10,36.0,6.1
Bay of Angels,1963-03-01,13.0,6.4
The Docks of New York,1928-09-16,13.0,6.8
Our Daily Bread,1934-10-02,2.0,2.5
Deadgirl,2008-09-06,100.0,5.5
Lola,2006-09-28,2.0,5.5
The Merry Jail,1917-11-30,1.0,9.5
Love Hina Spring Special - I Wish Your Dream,2001-03-31,3.0,4.7
Yellow Earth,1984-08-19,8.0,7.9
Cleopatra,1934-10-05,14.0,5.2
The Divorce of Lady X,1938-01-15,2.0,6.8
Bye-Bye Bin Laden,2009-01-01,0.0,0.0
Gayniggers from Outer Space,1992-01-01,20.0,4.3
The Windmill Movie,2008-10-05,1.0,7.0
I Sell The Dead,2008-08-07,62.0,6.0
Van Gogh,1991-10-30,17.0,6.6
The Shanghai Gesture,1941-12-25,13.0,6.0
The Tales of Hoffmann,1951-04-04,14.0,6.4
The Wedding March,1928-10-06,9.0,6.1
Where the Wild Things Are,2009-10-16,580.0,6.4
Georg,2007-10-05,3.0,5.2
Chelsea Girls,1966-09-15,6.0,6.6
Entranced Earth,1967-05-08,20.0,6.3
The Cloud-Capped Star,1960-12-31,6.0,7.3
India Song,1975-06-04,14.0,7.0
¡Que Viva México!,1979-10-01,11.0,6.8
Get Thrashed,2006-10-03,4.0,6.4
Aces High,1976-05-19,16.0,4.3
Shoulder Arms,1918-08-20,24.0,6.7
The Man Who Watched Trains Go By,1952-12-01,3.0,6.3
Reckless,1984-02-03,4.0,5.8
Lost Angels,1989-05-05,6.0,6.5
Black Eagle,1988-05-01,42.0,4.0
Legionnaire,1998-12-03,106.0,5.2
Beer Wars,2009-04-16,7.0,5.9
Shorts,2009-08-21,46.0,5.1
"New York, I Love You",2008-09-06,174.0,5.7
Law Abiding Citizen,2009-10-15,1522.0,7.2
The Flame and the Arrow,1950-07-09,16.0,6.4
"I, Monster",1971-11-01,6.0,4.8
Rich in Love,1992-10-01,5.0,7.2
The Misfortunates,2009-10-07,54.0,7.3
Moon Warriors,1992-12-19,7.0,6.0
Amelia,2009-10-22,71.0,5.4
The Stepfather,2009-10-16,172.0,5.4
See You in the Morning,1989-04-14,5.0,5.7
Mary and Max,2009-02-09,596.0,7.8
Spread,2009-01-16,272.0,5.2
The Tournament,2009-05-01,186.0,5.8
The Boys Are Back,2009-09-15,60.0,6.4
Cairo Time,2009-09-13,21.0,6.3
5th Day of Peace,1970-09-09,2.0,4.5
The 7th Dawn,1964-09-02,3.0,4.7
There's Always Tomorrow,1956-02-01,12.0,7.4
The Round-Up,1966-01-06,13.0,6.0
The Taking of Power by Louis XIV,1966-10-08,7.0,6.9
The Sound Barrier,1952-12-21,8.0,5.5
Spring in a Small Town,1948-02-01,12.0,6.7
The Princess and the Pirate,1944-11-10,4.0,6.5
Ceddo,1977-06-01,5.0,8.4
The Tiger of Eschnapur,1959-01-22,18.0,5.7
Mother,1926-10-11,12.0,7.6
Under the Roofs of Paris,1930-01-02,9.0,6.2
The Hour of the Furnaces,1968-09-08,4.0,3.6
Before the Revolution,1964-05-13,13.0,7.1
Afterschool,2008-05-18,34.0,5.8
Dragonquest,2009-03-31,8.0,2.3
The Dark Lurking,2010-01-01,16.0,3.4
Aelita: Queen of Mars,1924-09-24,14.0,5.7
The Extraordinary Adventures of Mr. West in the Land of the Bolsheviks,1924-04-26,2.0,5.5
Up in the Air,2009-09-05,1246.0,6.7
David Copperfield,2001-12-25,5.0,4.8
Expo Magic of the White City,2005-09-16,3.0,7.2
H.H. Holmes: America's First Serial Killer,2004-01-01,14.0,5.6
The Cuenca Crime,1980-02-01,5.0,5.6
Korczak,1990-01-01,3.0,7.3
You're Gonna Miss Me: A Film About Roky Erickson,2007-06-10,7.0,6.8
Forever,2006-10-05,1.0,10.0
Dimensions of Dialogue,1983-01-01,23.0,7.5
Darkness/Light/Darkness,1989-01-01,28.0,7.4
35 Shots of Rum,2009-02-18,19.0,6.5
Tormented,2009-05-22,43.0,5.3
Mutant Pumpkins from Outer Space,2009-10-28,78.0,6.0
Ali Zaoua: Prince of the Streets,2000-01-01,12.0,6.3
The 13th Letter,1951-02-21,2.0,7.0
23 Paces to Baker Street,1956-05-18,15.0,6.2
"Maradona, the Hand of God",2007-03-29,7.0,5.6
The Collector,2005-09-14,5.0,6.1
A Jungle Book of Regulations,1974-12-24,4.0,7.0
Ryan,2004-01-01,12.0,7.8
Balance,1989-01-01,32.0,7.7
Vampire Girl vs. Frankenstein Girl,2009-09-09,23.0,5.2
Is Anybody There?,2009-04-17,25.0,5.8
Les Misérables,1935-04-02,11.0,7.2
Vital Signs,1990-04-13,4.0,4.5
Saw VI,2009-10-22,755.0,6.0
This Is It,2009-10-28,253.0,6.7
Love Exposure,2008-11-29,89.0,8.1
A Dangerous Woman,1993-09-10,6.0,4.8
Twilight of the Ice Nymphs,1997-09-09,7.0,6.6
Grave Decisions,2006-08-17,30.0,7.2
99 River Street,1953-03-10,11.0,6.7
40 Guns to Apache Pass,1967-05-01,9.0,4.1
Cirque du Freak: The Vampire's Assistant,2009-10-23,354.0,5.5
The Boondock Saints II: All Saints Day,2009-11-24,264.0,5.8
Good Hair,2009-10-09,33.0,6.7
Black Dynamite,2009-10-16,204.0,7.3
Big Fan,2009-01-18,45.0,6.1
Welcome to Dongmakgol,2005-08-04,49.0,7.7
Salvage,2006-01-01,8.0,4.4
Astro Boy,2009-10-15,420.0,6.1
One Hundred Men and a Girl,1937-09-05,5.0,4.9
Fun Is Beautiful,1980-01-19,39.0,7.1
Gentlemen Broncos,2009-09-30,51.0,6.2
Fantastic Mr. Fox,2009-10-23,1206.0,7.5
Creation,2009-09-25,71.0,6.6
Between the Devil and the Deep Blue Sea,1995-05-28,2.0,2.5
Coco Chanel & Igor Stravinsky,2009-12-30,36.0,6.1
Top Dog,1995-04-28,26.0,4.3
The Pebble and the Penguin,1995-04-11,32.0,5.2
MVP: Most Valuable Primate,2000-08-11,12.0,4.5
Not Easily Broken,2009-01-09,10.0,6.3
Price of Glory,2000-05-31,4.0,3.4
Placido,1961-10-20,12.0,7.5
The Indian Tomb,1959-01-22,17.0,5.9
L'Amour Fou,1969-01-15,3.0,9.0
Storm Over Asia,1928-11-10,13.0,6.9
Most,2003-06-11,8.0,7.3
Arsenal,1929-02-25,7.0,7.0
Barren Lives,1963-08-22,17.0,6.4
A Christmas Carol,2009-11-04,1137.0,6.6
The Lusty Men,1952-10-24,12.0,6.3
The Hart of London,1970-11-30,6.0,8.7
Outskirts,1933-03-24,4.0,5.0
Fires Were Started,1943-04-12,4.0,5.8
Battlestar Galactica: The Plan,2009-10-27,145.0,6.6
The Chronicle of Anna Magdalena Bach,1968-02-03,3.0,5.7
Hell's Hinges,1916-03-05,5.0,5.7
Michael Jackson: Life of a Superstar,2008-12-31,0.0,0.0
Kaagaz Ke Phool,1959-02-01,5.0,6.5
Murder by Contract,1958-12-01,14.0,6.3
The Private Lives of Pippa Lee,2009-07-07,50.0,6.0
Our Daily Bread,2006-04-21,11.0,8.0
The Doctor Takes a Wife,1940-04-25,2.0,7.0
A Night to Remember,1942-12-10,2.0,7.3
Last Stop for Paul,2006-04-01,3.0,6.3
The Toll of the Sea,1922-11-26,2.0,5.0
Partly Cloudy,2009-05-28,335.0,7.9
Rocks,2003-06-05,12.0,7.1
The Chechahcos,1924-05-14,1.0,5.0
Grey Gardens,2009-04-18,35.0,6.7
Goemon,2009-03-17,37.0,6.8
2012,2009-10-10,4994.0,5.6
The Box,2009-09-17,610.0,5.4
Broken Embraces,2009-03-01,167.0,7.1
Sunday,1997-08-27,3.0,6.3
Through the Mist,2009-03-13,5.0,6.0
The Fourth Kind,2009-11-06,451.0,5.8
Precious,2009-11-06,426.0,6.9
The Undercover Man,1949-03-21,5.0,6.0
The Bad Lieutenant: Port of Call - New Orleans,2009-09-11,331.0,6.0
The Twilight Saga: New Moon,2009-03-15,2518.0,5.6
Derailed,2002-05-19,47.0,3.9
The Messenger,2009-11-13,120.0,7.0
Keith,2008-09-13,162.0,7.0
Lemon Tree,2008-02-08,15.0,6.7
Ninja Assassin,2009-09-29,384.0,6.2
"Police, Adjective",2009-05-15,14.0,6.1
Wake of Death,2004-12-28,51.0,5.3
Second In Command,2006-05-02,34.0,4.7
Efectos secundarios,2006-09-01,1.0,5.0
A Plumm Summer,2007-01-01,3.0,5.7
Wattstax,1973-02-04,5.0,7.8
The Hard Corps,2006-08-15,40.0,4.7
Oxford Blues,1984-08-24,14.0,5.0
Cell 211,2009-11-06,288.0,7.3
A Film with Me in It,2008-10-17,25.0,6.1
The Last Remake of Beau Geste,1977-06-15,15.0,5.3
Doomwatch,1972-03-01,7.0,7.4
Until Death,2007-01-19,47.0,4.9
Yeelen,1987-01-01,14.0,6.5
Carnival in Flanders,1935-12-03,6.0,6.2
Pakeezah,1972-09-10,4.0,8.0
Princess Yang Kwei Fei,1955-05-03,9.0,6.7
The Patriot,1998-07-10,48.0,4.2
Ticker,2001-01-01,31.0,3.6
Turtles Forever,2009-11-21,13.0,5.8
Merry Madagascar,2009-11-16,57.0,6.3
Brothers,2009-01-27,650.0,6.8
Portraits of Women,1970-02-06,2.0,4.0
Nine Ways to Approach Helsinki,1982-12-03,0.0,0.0
The Fly,1980-09-05,10.0,7.4
Summer of the Monkeys,1998-10-30,3.0,5.7
The Man Without a Shadow,2004-12-31,2.0,8.5
Garage,2007-10-05,14.0,6.5
"Billy Blazes, Esq.",1919-07-06,5.0,6.3
Home Movie,2008-07-10,42.0,5.1
Sleep Dealer,2008-12-10,41.0,6.0
Before I Self Destruct,2009-11-16,6.0,4.7
Hoop Reality,2007-07-01,0.0,0.0
Printed Rainbow,2006-05-20,3.0,5.8
The Blind Side,2009-11-20,1626.0,7.2
Happiness,1935-03-15,8.0,5.4
A Tale of the Wind,1988-09-09,5.0,7.6
Zorns Lemma,1970-01-01,5.0,7.0
